id,text,is_bullying,label
sent_0044,"konten lu ga mutu, bikin sampah doang.",1,cyber_stalking
sent_0045,"muka lu bikin enek, bikin sampah doang.",1,harassment
sent_0046,"muka lu bikin enek, bikin sampah doang.",1,cyber_stalking
sent_0047,"muka lu ga mutu, plis deh ilang aja.",1,hate_speech
sent_0048,"baju lu bikin enek, bikin sampah doang.",1,hate_speech
sent_0049,"baju lu pansos doang, mending hapus akun.",1,body_shaming
sent_0050,"akting lu pansos doang, ga usah sok ngartis.",1,cyber_stalking
sent_0051,"akting lu kampungan, bikin sampah doang.",1,harassment
sent_0052,"otak cetek kampungan, mending hapus akun.",1,body_shaming
sent_0053,"akting lu bikin enek, ga usah sok ngartis.",1,harassment
sent_0054,"baju lu kampungan, plis deh ilang aja.",1,cyber_stalking
sent_0055,"konten lu ga mutu, mending hapus akun.",1,harassment
sent_0056,"otak cetek pansos doang, ga usah sok ngartis.",1,harassment
sent_0057,"baju lu sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0058,"konten lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0059,"akting lu bikin enek, mending hapus akun.",1,body_shaming
sent_0060,"otak cetek ga mutu, ga usah sok ngartis.",1,harassment
sent_0061,"konten lu sok asik, ga usah sok ngartis.",1,body_shaming
sent_0062,"konten lu ga mutu, ga usah sok ngartis.",1,body_shaming
sent_0063,"muka lu bikin enek, mending hapus akun.",1,hate_speech
sent_0064,"konten lu ga mutu, ngaca dulu deh.",1,hate_speech
sent_0065,"konten lu kampungan, mending hapus akun.",1,cyber_stalking
sent_0066,"akting lu pansos doang, bikin sampah doang.",1,cyber_stalking
sent_0067,"baju lu pansos doang, ga usah sok ngartis.",1,body_shaming
sent_0068,"baju lu sok asik, bikin sampah doang.",1,cyber_stalking
sent_0069,"bakat ga ada jelek banget, mending hapus akun.",1,harassment
sent_0070,"konten lu ga mutu, bikin sampah doang.",1,hate_speech
sent_0071,"muka lu kampungan, mending hapus akun.",1,cyber_stalking
sent_0072,"akting lu jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0073,"otak cetek kampungan, mending hapus akun.",1,hate_speech
sent_0074,"muka lu ga mutu, ngaca dulu deh.",1,hate_speech
sent_0075,"konten lu ga mutu, mending hapus akun.",1,hate_speech
sent_0076,"muka lu pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0077,"konten lu jelek banget, mending hapus akun.",1,body_shaming
sent_0078,"konten lu sok asik, ngaca dulu deh.",1,body_shaming
sent_0079,"akting lu sok asik, mending hapus akun.",1,body_shaming
sent_0080,"konten lu ga mutu, mending hapus akun.",1,cyber_stalking
sent_0081,"bakat ga ada jelek banget, mending hapus akun.",1,cyber_stalking
sent_0082,"muka lu jelek banget, bikin sampah doang.",1,cyber_stalking
sent_0083,"muka lu pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0084,"akting lu ga mutu, ngaca dulu deh.",1,hate_speech
sent_0085,"otak cetek pansos doang, ngaca dulu deh.",1,body_shaming
sent_0086,"bakat ga ada pansos doang, ngaca dulu deh.",1,hate_speech
sent_0087,"otak cetek pansos doang, bikin sampah doang.",1,harassment
sent_0088,"otak cetek ga mutu, bikin sampah doang.",1,hate_speech
sent_0089,"baju lu kampungan, bikin sampah doang.",1,cyber_stalking
sent_0090,"akting lu kampungan, ngaca dulu deh.",1,harassment
sent_0091,"baju lu sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0092,"otak cetek sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0093,"otak cetek sok asik, ngaca dulu deh.",1,hate_speech
sent_0094,"konten lu jelek banget, bikin sampah doang.",1,harassment
sent_0095,"muka lu ga mutu, plis deh ilang aja.",1,harassment
sent_0096,"akting lu bikin enek, plis deh ilang aja.",1,harassment
sent_0097,"konten lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0098,"akting lu bikin enek, mending hapus akun.",1,hate_speech
sent_0099,"akting lu kampungan, bikin sampah doang.",1,hate_speech
sent_0100,"muka lu pansos doang, mending hapus akun.",1,harassment
sent_0101,"muka lu ga mutu, ngaca dulu deh.",1,harassment
sent_0102,"bakat ga ada pansos doang, ngaca dulu deh.",1,hate_speech
sent_0103,"bakat ga ada ga mutu, ngaca dulu deh.",1,hate_speech
sent_0104,"konten lu kampungan, ga usah sok ngartis.",1,harassment
sent_0105,"konten lu bikin enek, plis deh ilang aja.",1,body_shaming
sent_0106,"otak cetek ga mutu, ngaca dulu deh.",1,harassment
sent_0107,"muka lu pansos doang, mending hapus akun.",1,harassment
sent_0108,"baju lu pansos doang, mending hapus akun.",1,hate_speech
sent_0109,"baju lu pansos doang, plis deh ilang aja.",1,cyber_stalking
sent_0110,"muka lu kampungan, ngaca dulu deh.",1,body_shaming
sent_0111,"otak cetek bikin enek, ngaca dulu deh.",1,body_shaming
sent_0112,"otak cetek pansos doang, mending hapus akun.",1,body_shaming
sent_0113,"otak cetek ga mutu, plis deh ilang aja.",1,cyber_stalking
sent_0114,"otak cetek pansos doang, mending hapus akun.",1,body_shaming
sent_0115,"akting lu sok asik, mending hapus akun.",1,harassment
sent_0116,"muka lu bikin enek, bikin sampah doang.",1,cyber_stalking
sent_0117,"konten lu pansos doang, ga usah sok ngartis.",1,hate_speech
sent_0118,"bakat ga ada kampungan, bikin sampah doang.",1,cyber_stalking
sent_0119,"baju lu pansos doang, bikin sampah doang.",1,harassment
sent_0120,"otak cetek bikin enek, ngaca dulu deh.",1,body_shaming
sent_0121,"akting lu jelek banget, bikin sampah doang.",1,hate_speech
sent_0122,"konten lu kampungan, mending hapus akun.",1,cyber_stalking
sent_0123,"akting lu kampungan, ga usah sok ngartis.",1,harassment
sent_0124,"bakat ga ada jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0125,"otak cetek bikin enek, plis deh ilang aja.",1,body_shaming
sent_0126,"otak cetek sok asik, plis deh ilang aja.",1,hate_speech
sent_0127,"baju lu kampungan, bikin sampah doang.",1,body_shaming
sent_0128,"akting lu kampungan, plis deh ilang aja.",1,cyber_stalking
sent_0129,"bakat ga ada kampungan, ga usah sok ngartis.",1,harassment
sent_0130,"akting lu jelek banget, bikin sampah doang.",1,harassment
sent_0131,"konten lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0132,"akting lu pansos doang, bikin sampah doang.",1,hate_speech
sent_0133,"baju lu ga mutu, plis deh ilang aja.",1,hate_speech
sent_0134,"konten lu ga mutu, bikin sampah doang.",1,body_shaming
sent_0135,"muka lu kampungan, bikin sampah doang.",1,body_shaming
sent_0136,"konten lu kampungan, plis deh ilang aja.",1,body_shaming
sent_0137,"otak cetek sok asik, ngaca dulu deh.",1,harassment
sent_0138,"konten lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0139,"baju lu sok asik, ngaca dulu deh.",1,body_shaming
sent_0140,"konten lu sok asik, plis deh ilang aja.",1,harassment
sent_0141,"baju lu bikin enek, bikin sampah doang.",1,harassment
sent_0142,"baju lu kampungan, ga usah sok ngartis.",1,cyber_stalking
sent_0143,"muka lu jelek banget, plis deh ilang aja.",1,harassment
sent_0144,"otak cetek ga mutu, plis deh ilang aja.",1,body_shaming
sent_0145,"konten lu jelek banget, plis deh ilang aja.",1,cyber_stalking
sent_0146,"muka lu sok asik, bikin sampah doang.",1,harassment
sent_0147,"konten lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0148,"akting lu ga mutu, plis deh ilang aja.",1,hate_speech
sent_0149,"muka lu bikin enek, mending hapus akun.",1,hate_speech
sent_0150,"muka lu bikin enek, ngaca dulu deh.",1,cyber_stalking
sent_0151,"bakat ga ada sok asik, mending hapus akun.",1,cyber_stalking
sent_0152,"otak cetek kampungan, ngaca dulu deh.",1,body_shaming
sent_0153,"otak cetek bikin enek, ga usah sok ngartis.",1,cyber_stalking
sent_0154,"konten lu pansos doang, ga usah sok ngartis.",1,harassment
sent_0155,"konten lu ga mutu, plis deh ilang aja.",1,cyber_stalking
sent_0156,"muka lu sok asik, mending hapus akun.",1,body_shaming
sent_0157,"otak cetek sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0158,"akting lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0159,"akting lu bikin enek, mending hapus akun.",1,harassment
sent_0160,"muka lu pansos doang, mending hapus akun.",1,harassment
sent_0161,"konten lu bikin enek, ga usah sok ngartis.",1,harassment
sent_0162,"bakat ga ada jelek banget, ngaca dulu deh.",1,harassment
sent_0163,"akting lu kampungan, plis deh ilang aja.",1,harassment
sent_0164,"bakat ga ada sok asik, plis deh ilang aja.",1,harassment
sent_0165,"muka lu sok asik, ga usah sok ngartis.",1,harassment
sent_0166,"muka lu pansos doang, bikin sampah doang.",1,body_shaming
sent_0167,"otak cetek kampungan, ngaca dulu deh.",1,hate_speech
sent_0168,"otak cetek sok asik, ga usah sok ngartis.",1,harassment
sent_0169,"otak cetek pansos doang, ngaca dulu deh.",1,harassment
sent_0170,"muka lu pansos doang, bikin sampah doang.",1,harassment
sent_0171,"bakat ga ada kampungan, mending hapus akun.",1,hate_speech
sent_0172,"konten lu kampungan, bikin sampah doang.",1,body_shaming
sent_0173,"bakat ga ada pansos doang, mending hapus akun.",1,harassment
sent_0174,"konten lu bikin enek, bikin sampah doang.",1,harassment
sent_0175,"bakat ga ada bikin enek, mending hapus akun.",1,harassment
sent_0176,"konten lu jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0177,"konten lu pansos doang, plis deh ilang aja.",1,hate_speech
sent_0178,"bakat ga ada bikin enek, ngaca dulu deh.",1,body_shaming
sent_0179,"akting lu jelek banget, mending hapus akun.",1,harassment
sent_0180,"akting lu jelek banget, mending hapus akun.",1,hate_speech
sent_0181,"akting lu bikin enek, bikin sampah doang.",1,hate_speech
sent_0182,"akting lu bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0183,"akting lu ga mutu, plis deh ilang aja.",1,hate_speech
sent_0184,"baju lu pansos doang, mending hapus akun.",1,hate_speech
sent_0185,"muka lu kampungan, mending hapus akun.",1,cyber_stalking
sent_0186,"akting lu ga mutu, plis deh ilang aja.",1,body_shaming
sent_0187,"otak cetek sok asik, bikin sampah doang.",1,hate_speech
sent_0188,"muka lu jelek banget, mending hapus akun.",1,hate_speech
sent_0189,"bakat ga ada kampungan, ga usah sok ngartis.",1,harassment
sent_0190,"otak cetek sok asik, mending hapus akun.",1,harassment
sent_0191,"baju lu jelek banget, ga usah sok ngartis.",1,hate_speech
sent_0192,"konten lu pansos doang, mending hapus akun.",1,harassment
sent_0193,"akting lu sok asik, plis deh ilang aja.",1,harassment
sent_0194,"akting lu sok asik, ngaca dulu deh.",1,harassment
sent_0195,"otak cetek ga mutu, ngaca dulu deh.",1,harassment
sent_0196,"muka lu bikin enek, ngaca dulu deh.",1,body_shaming
sent_0197,"baju lu bikin enek, bikin sampah doang.",1,hate_speech
sent_0198,"otak cetek sok asik, mending hapus akun.",1,cyber_stalking
sent_0199,"baju lu ga mutu, ga usah sok ngartis.",1,body_shaming
sent_0200,"konten lu pansos doang, plis deh ilang aja.",1,body_shaming
sent_0201,"otak cetek ga mutu, plis deh ilang aja.",1,hate_speech
sent_0202,"muka lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0203,"konten lu jelek banget, plis deh ilang aja.",1,hate_speech
sent_0204,"bakat ga ada bikin enek, mending hapus akun.",1,body_shaming
sent_0205,"konten lu sok asik, bikin sampah doang.",1,harassment
sent_0206,"otak cetek ga mutu, bikin sampah doang.",1,body_shaming
sent_0207,"bakat ga ada ga mutu, mending hapus akun.",1,harassment
sent_0208,"konten lu kampungan, plis deh ilang aja.",1,hate_speech
sent_0209,"akting lu pansos doang, mending hapus akun.",1,harassment
sent_0210,"bakat ga ada sok asik, bikin sampah doang.",1,hate_speech
sent_0211,"akting lu bikin enek, plis deh ilang aja.",1,harassment
sent_0212,"konten lu sok asik, mending hapus akun.",1,harassment
sent_0213,"muka lu sok asik, bikin sampah doang.",1,hate_speech
sent_0214,"bakat ga ada ga mutu, bikin sampah doang.",1,hate_speech
sent_0215,"bakat ga ada sok asik, ga usah sok ngartis.",1,cyber_stalking
sent_0216,"bakat ga ada kampungan, bikin sampah doang.",1,harassment
sent_0217,"baju lu ga mutu, mending hapus akun.",1,harassment
sent_0218,"bakat ga ada pansos doang, plis deh ilang aja.",1,hate_speech
sent_0219,"baju lu ga mutu, bikin sampah doang.",1,harassment
sent_0220,"otak cetek jelek banget, mending hapus akun.",1,hate_speech
sent_0221,"konten lu sok asik, mending hapus akun.",1,hate_speech
sent_0222,"otak cetek ga mutu, plis deh ilang aja.",1,cyber_stalking
sent_0223,"akting lu bikin enek, plis deh ilang aja.",1,harassment
sent_0224,"otak cetek jelek banget, mending hapus akun.",1,cyber_stalking
sent_0225,"akting lu pansos doang, mending hapus akun.",1,harassment
sent_0226,"muka lu bikin enek, plis deh ilang aja.",1,hate_speech
sent_0227,"akting lu kampungan, ga usah sok ngartis.",1,hate_speech
sent_0228,"muka lu bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0229,"baju lu pansos doang, ngaca dulu deh.",1,hate_speech
sent_0230,"otak cetek pansos doang, bikin sampah doang.",1,cyber_stalking
sent_0231,"bakat ga ada kampungan, ga usah sok ngartis.",1,hate_speech
sent_0232,"muka lu ga mutu, plis deh ilang aja.",1,hate_speech
sent_0233,"otak cetek sok asik, ga usah sok ngartis.",1,body_shaming
sent_0234,"akting lu ga mutu, plis deh ilang aja.",1,harassment
sent_0235,"muka lu jelek banget, ga usah sok ngartis.",1,harassment
sent_0236,"baju lu sok asik, ga usah sok ngartis.",1,cyber_stalking
sent_0237,"konten lu ga mutu, mending hapus akun.",1,harassment
sent_0238,"bakat ga ada kampungan, mending hapus akun.",1,body_shaming
sent_0239,"akting lu bikin enek, mending hapus akun.",1,cyber_stalking
sent_0240,"otak cetek bikin enek, ngaca dulu deh.",1,cyber_stalking
sent_0241,"bakat ga ada bikin enek, bikin sampah doang.",1,hate_speech
sent_0242,"konten lu bikin enek, ga usah sok ngartis.",1,harassment
sent_0243,"otak cetek ga mutu, bikin sampah doang.",1,harassment
sent_0244,"otak cetek jelek banget, ga usah sok ngartis.",1,harassment
sent_0245,"akting lu sok asik, bikin sampah doang.",1,cyber_stalking
sent_0246,"konten lu pansos doang, ga usah sok ngartis.",1,hate_speech
sent_0247,"akting lu kampungan, bikin sampah doang.",1,body_shaming
sent_0248,"akting lu pansos doang, ga usah sok ngartis.",1,harassment
sent_0249,"muka lu sok asik, ngaca dulu deh.",1,cyber_stalking
sent_0250,"akting lu sok asik, plis deh ilang aja.",1,body_shaming
sent_0251,"bakat ga ada bikin enek, ngaca dulu deh.",1,cyber_stalking
sent_0252,"bakat ga ada bikin enek, plis deh ilang aja.",1,hate_speech
sent_0253,"konten lu bikin enek, mending hapus akun.",1,body_shaming
sent_0254,"akting lu pansos doang, plis deh ilang aja.",1,hate_speech
sent_0255,"bakat ga ada ga mutu, bikin sampah doang.",1,hate_speech
sent_0256,"muka lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0257,"baju lu pansos doang, bikin sampah doang.",1,body_shaming
sent_0258,"bakat ga ada ga mutu, ga usah sok ngartis.",1,cyber_stalking
sent_0259,"bakat ga ada sok asik, bikin sampah doang.",1,cyber_stalking
sent_0260,"muka lu jelek banget, plis deh ilang aja.",1,body_shaming
sent_0261,"muka lu bikin enek, ga usah sok ngartis.",1,body_shaming
sent_0262,"bakat ga ada pansos doang, ngaca dulu deh.",1,body_shaming
sent_0263,"akting lu sok asik, ga usah sok ngartis.",1,harassment
sent_0264,"bakat ga ada kampungan, plis deh ilang aja.",1,cyber_stalking
sent_0265,"muka lu pansos doang, ngaca dulu deh.",1,hate_speech
sent_0266,"baju lu sok asik, plis deh ilang aja.",1,body_shaming
sent_0267,"baju lu ga mutu, bikin sampah doang.",1,hate_speech
sent_0268,"konten lu ga mutu, ngaca dulu deh.",1,cyber_stalking
sent_0269,"muka lu ga mutu, plis deh ilang aja.",1,harassment
sent_0270,"baju lu sok asik, mending hapus akun.",1,harassment
sent_0271,"baju lu kampungan, mending hapus akun.",1,body_shaming
sent_0272,"bakat ga ada pansos doang, mending hapus akun.",1,hate_speech
sent_0273,"muka lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0274,"konten lu sok asik, ngaca dulu deh.",1,body_shaming
sent_0275,"bakat ga ada sok asik, ngaca dulu deh.",1,hate_speech
sent_0276,"baju lu jelek banget, plis deh ilang aja.",1,body_shaming
sent_0277,"otak cetek ga mutu, bikin sampah doang.",1,cyber_stalking
sent_0278,"muka lu bikin enek, ngaca dulu deh.",1,cyber_stalking
sent_0279,"otak cetek sok asik, ga usah sok ngartis.",1,cyber_stalking
sent_0280,"muka lu bikin enek, bikin sampah doang.",1,body_shaming
sent_0281,"bakat ga ada kampungan, mending hapus akun.",1,body_shaming
sent_0282,"muka lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0283,"muka lu kampungan, mending hapus akun.",1,body_shaming
sent_0284,"muka lu kampungan, plis deh ilang aja.",1,hate_speech
sent_0285,"baju lu bikin enek, bikin sampah doang.",1,body_shaming
sent_0286,"bakat ga ada sok asik, mending hapus akun.",1,harassment
sent_0287,"akting lu sok asik, plis deh ilang aja.",1,body_shaming
sent_0288,"konten lu sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0289,"konten lu pansos doang, bikin sampah doang.",1,hate_speech
sent_0290,"baju lu ga mutu, bikin sampah doang.",1,harassment
sent_0291,"bakat ga ada sok asik, ga usah sok ngartis.",1,cyber_stalking
sent_0292,"bakat ga ada pansos doang, bikin sampah doang.",1,body_shaming
sent_0293,"akting lu kampungan, mending hapus akun.",1,cyber_stalking
sent_0294,"akting lu pansos doang, ga usah sok ngartis.",1,harassment
sent_0295,"konten lu bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0296,"baju lu bikin enek, ngaca dulu deh.",1,harassment
sent_0297,"baju lu bikin enek, plis deh ilang aja.",1,body_shaming
sent_0298,"konten lu bikin enek, mending hapus akun.",1,body_shaming
sent_0299,"muka lu jelek banget, ngaca dulu deh.",1,harassment
sent_0300,"otak cetek kampungan, mending hapus akun.",1,body_shaming
sent_0301,"akting lu ga mutu, plis deh ilang aja.",1,body_shaming
sent_0302,"bakat ga ada pansos doang, plis deh ilang aja.",1,harassment
sent_0303,"muka lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0304,"bakat ga ada ga mutu, ga usah sok ngartis.",1,hate_speech
sent_0305,"otak cetek jelek banget, mending hapus akun.",1,harassment
sent_0306,"muka lu kampungan, mending hapus akun.",1,body_shaming
sent_0307,"akting lu kampungan, mending hapus akun.",1,body_shaming
sent_0308,"bakat ga ada bikin enek, mending hapus akun.",1,hate_speech
sent_0309,"akting lu jelek banget, ga usah sok ngartis.",1,hate_speech
sent_0310,"konten lu bikin enek, mending hapus akun.",1,body_shaming
sent_0311,"konten lu ga mutu, bikin sampah doang.",1,hate_speech
sent_0312,"baju lu pansos doang, ngaca dulu deh.",1,hate_speech
sent_0313,"bakat ga ada ga mutu, mending hapus akun.",1,hate_speech
sent_0314,"otak cetek bikin enek, ga usah sok ngartis.",1,body_shaming
sent_0315,"bakat ga ada pansos doang, mending hapus akun.",1,hate_speech
sent_0316,"akting lu sok asik, plis deh ilang aja.",1,harassment
sent_0317,"muka lu pansos doang, plis deh ilang aja.",1,harassment
sent_0318,"muka lu sok asik, plis deh ilang aja.",1,hate_speech
sent_0319,"baju lu jelek banget, mending hapus akun.",1,hate_speech
sent_0320,"konten lu pansos doang, mending hapus akun.",1,cyber_stalking
sent_0321,"otak cetek sok asik, plis deh ilang aja.",1,hate_speech
sent_0322,"bakat ga ada sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0323,"konten lu jelek banget, plis deh ilang aja.",1,harassment
sent_0324,"konten lu pansos doang, ga usah sok ngartis.",1,hate_speech
sent_0325,"otak cetek pansos doang, plis deh ilang aja.",1,hate_speech
sent_0326,"baju lu sok asik, bikin sampah doang.",1,body_shaming
sent_0327,"bakat ga ada ga mutu, mending hapus akun.",1,harassment
sent_0328,"akting lu bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0329,"akting lu pansos doang, bikin sampah doang.",1,harassment
sent_0330,"otak cetek sok asik, plis deh ilang aja.",1,cyber_stalking
sent_0331,"muka lu sok asik, mending hapus akun.",1,body_shaming
sent_0332,"bakat ga ada kampungan, ga usah sok ngartis.",1,cyber_stalking
sent_0333,"otak cetek kampungan, plis deh ilang aja.",1,harassment
sent_0334,"bakat ga ada bikin enek, ngaca dulu deh.",1,body_shaming
sent_0335,"baju lu ga mutu, plis deh ilang aja.",1,body_shaming
sent_0336,"bakat ga ada pansos doang, ga usah sok ngartis.",1,body_shaming
sent_0337,"baju lu ga mutu, plis deh ilang aja.",1,harassment
sent_0338,"konten lu pansos doang, bikin sampah doang.",1,hate_speech
sent_0339,"otak cetek ga mutu, ga usah sok ngartis.",1,body_shaming
sent_0340,"baju lu bikin enek, plis deh ilang aja.",1,cyber_stalking
sent_0341,"muka lu jelek banget, mending hapus akun.",1,cyber_stalking
sent_0342,"bakat ga ada bikin enek, bikin sampah doang.",1,hate_speech
sent_0343,"konten lu sok asik, bikin sampah doang.",1,cyber_stalking
sent_0344,"akting lu jelek banget, ga usah sok ngartis.",1,cyber_stalking
sent_0345,"konten lu ga mutu, plis deh ilang aja.",1,body_shaming
sent_0346,"muka lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0347,"muka lu pansos doang, bikin sampah doang.",1,harassment
sent_0348,"muka lu sok asik, ga usah sok ngartis.",1,harassment
sent_0349,"konten lu pansos doang, mending hapus akun.",1,hate_speech
sent_0350,"baju lu sok asik, mending hapus akun.",1,hate_speech
sent_0351,"akting lu sok asik, ga usah sok ngartis.",1,harassment
sent_0352,"baju lu jelek banget, mending hapus akun.",1,harassment
sent_0353,"bakat ga ada bikin enek, ga usah sok ngartis.",1,harassment
sent_0354,"bakat ga ada sok asik, mending hapus akun.",1,cyber_stalking
sent_0355,"otak cetek sok asik, ga usah sok ngartis.",1,body_shaming
sent_0356,"konten lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0357,"otak cetek ga mutu, ga usah sok ngartis.",1,hate_speech
sent_0358,"muka lu sok asik, plis deh ilang aja.",1,body_shaming
sent_0359,"konten lu ga mutu, mending hapus akun.",1,harassment
sent_0360,"akting lu jelek banget, ga usah sok ngartis.",1,hate_speech
sent_0361,"otak cetek bikin enek, bikin sampah doang.",1,cyber_stalking
sent_0362,"otak cetek ga mutu, ngaca dulu deh.",1,hate_speech
sent_0363,"otak cetek bikin enek, ga usah sok ngartis.",1,body_shaming
sent_0364,"bakat ga ada jelek banget, ga usah sok ngartis.",1,body_shaming
sent_0365,"konten lu bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0366,"baju lu ga mutu, mending hapus akun.",1,harassment
sent_0367,"akting lu ga mutu, ga usah sok ngartis.",1,body_shaming
sent_0368,"akting lu kampungan, ga usah sok ngartis.",1,hate_speech
sent_0369,"baju lu pansos doang, plis deh ilang aja.",1,body_shaming
sent_0370,"bakat ga ada bikin enek, ga usah sok ngartis.",1,hate_speech
sent_0371,"baju lu jelek banget, ga usah sok ngartis.",1,harassment
sent_0372,"konten lu pansos doang, ga usah sok ngartis.",1,cyber_stalking
sent_0373,"otak cetek jelek banget, mending hapus akun.",1,hate_speech
sent_0374,"baju lu pansos doang, mending hapus akun.",1,body_shaming
sent_0375,"akting lu jelek banget, ngaca dulu deh.",1,cyber_stalking
sent_0376,"bakat ga ada bikin enek, ngaca dulu deh.",1,body_shaming
sent_0377,"konten lu jelek banget, mending hapus akun.",1,harassment
sent_0378,"otak cetek sok asik, bikin sampah doang.",1,hate_speech
sent_0379,"akting lu pansos doang, ga usah sok ngartis.",1,harassment
sent_0380,"akting lu pansos doang, ngaca dulu deh.",1,cyber_stalking
sent_0381,"akting lu pansos doang, plis deh ilang aja.",1,body_shaming
sent_0382,"otak cetek pansos doang, bikin sampah doang.",1,harassment
sent_0383,"otak cetek bikin enek, bikin sampah doang.",1,harassment
sent_0384,"konten lu kampungan, mending hapus akun.",1,hate_speech
sent_0385,"akting lu jelek banget, bikin sampah doang.",1,cyber_stalking
sent_0386,"akting lu jelek banget, plis deh ilang aja.",1,hate_speech
sent_0387,"akting lu sok asik, mending hapus akun.",1,hate_speech
sent_0388,"muka lu ga mutu, ga usah sok ngartis.",1,harassment
sent_0389,"bakat ga ada ga mutu, ngaca dulu deh.",1,hate_speech
sent_0390,"akting lu jelek banget, plis deh ilang aja.",1,cyber_stalking
